Keywords,area,sqft,bedroom,bath,name,property type,completion year,no of floors,Furnishing Status,Number of Carpark,Floor Range,Deposit,Tenant Preference,PropertyID,Squash Court,Lift,Near KTM/LRT,Railway Station,Air-Cond,Security,Swimming Pool,School,Minimart,Cooking Allowed,Mall,Parking,Washing Machine,Gymnasium,Playground,Multipurpose hall,Park,Jogging Track,Tennis Court,Internet,Sauna,Barbeque area,area_sqft_numeric,cleaned_location,powerbi_location,State_Province,Country
"RM 15,000 per month",Setiawangsa,"12,916",4,3,Bungalow With Huge Land Jalan Gurney,,,,Not Stated,,Not Stated,,"Male, Female",112972352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12916,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,900 per month",Verve Suites @ Mont Kiara,462,1,1,[FULLY FURNISHED] Verve Suites Mont Kiara near Kiaramas TWY Arcoris,,,,Not Stated,,Not Stated,,"Male, Female",112972347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,Mont Kiara,"Mont Kiara, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 6,000 per month",Taman Melawati,"2,045",,,taman melawati building lot office space . mcc . 2045 sqf,Office space,,,Not Stated,,Not Stated,,Female,112972318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,500 per month",Kondo Rakyat,900,3,2,Kondo Rakyat Bangsar South 3R1B P/F Kerinchi Pantai Dalam,,,,Not Stated,,Not Stated,,"Male, Female",112909748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,Bangsar South,"Bangsar South, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,500 per month",Taman Melawati,"1,540",,,desa melawati 1st floor office space . actual photos . 20x70,Office space,,,Not Stated,,Not Stated,,"Male, Female, Couple",112972518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,000 per month",Platinum Lake PV 13,"1,313",4,2,PV 13 (Fully Furnished),,,,Not Stated,,Not Stated,,Female,112972509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,700 per month",Sunway Belfield,788,2,2,"Sunway Belfield Residence , 2Rooms , Partly Furnish , Below Market",,,,Not Stated,,Not Stated,,"Male, Couple",112972500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,KL City,"KL City, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,300 per month",Residensi Seri Wahyu @ Jalan Kuching KL,805,3,2,Residensi Seri Wahyu Batu Caves 3R2B P/F Lake City Taman Wahyu,,,,Not Stated,,Not Stated,,"Male, Couple",112875962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,KL City,"KL City, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 700 per month,D'Ivo Residence,120,1,2,New fully furnished Small Room nr midvalley Kuchai lama taman desa kl,,,,Not Stated,,Not Stated,,"Male, Couple",112972488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,Old Klang Road,"Old Klang Road, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,750 per month",The Nest Residence @ Genting Klang,855,3,2,[BELOW MARKET] The Nest Residence Setapak near Zeta PV Wirajaya,,,,Not Stated,,Not Stated,,"Male, Couple",112972486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,200 per month",Bandar Menjalara,"2,200",4,3,Bandar Menjalara,,,,Not Stated,,Not Stated,,"Male, Female",112972289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,500 per month",Quinn Residence,969,4,2,SEMI FURNISHED 💥 CORNER UNIT Quinn Residence Wangsa Maju KL,,,,Not Stated,,Not Stated,,"Male, Female, Couple",112972287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,Wangsa Maju,"Wangsa Maju, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,600 per month",Dorsett Residences Sri Hartamas,560,1,1,FULLY FURNISHED Dorsett Residence Sri Hartamas KL,,,,Not Stated,,Not Stated,,Female,112972284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,Sri Hartamas,"Sri Hartamas, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,300 per month",The Veo,753,1,1,"The Veo [ 1Bedroom, Fully Furnished ]",,,,Not Stated,,Not Stated,,Male,112972425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 10,000 per month",Taman Melawati,"1,760",,,taman melawati jalan negara ground floor shop . main entrance . 22x80,Shop lot,,,Not Stated,,Not Stated,,"Male, Couple",112972400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 77,809 per month",City Centre,"17,291",,,"17,291sf Partially Fitted Office Kuala Lumpur City Centre",Office space,,,Not Stated,,Not Stated,,Male,111251953,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17291,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 57,321 per month",City Centre,"10,422",,,"10,422 SQFT Whole Floor Fully Fitted Jln Sultan Ismail, Bukit Bintang",Office space,,,Not Stated,,Not Stated,,Female,110770157,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10422,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 330 per month,Setapak,7,,,Clean environment,,,,Not Stated,,Not Stated,,Male,112972283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",Neu Suites,500,2,1,Neu Suites @ Ampang [F/FURNISH] 2R1B NEAR JELATEK STATION KLCC,,,,Not Stated,,Not Stated,,Male,112972269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Ampang,"Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 15,000 per month",Puchong,"2,290",,,Puchong Ground Floor Shop For Rent Prime Location,Shop lot,,,Not Stated,,Not Stated,,"Male, Female",112972264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,300 per month",Desa Kiara,"1,200",3,2,"Furnished Desa Kiara, Taman Tun Dr Ismail, Near Glo Damansara KL Rent",,,,Not Stated,,Not Stated,,"Male, Female",112972116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,Taman Tun Dr Ismail,"Taman Tun Dr Ismail, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 5,000 per month",Pandan Indah,"1,400",,,Pandan Indah Ground Floor Shop Ampang,Shop lot,,,Not Stated,,Not Stated,,"Male, Female",112185786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 690 per month,Bukit Bintang,300,,,Female Unit Room Renting Bukit Bintang Walking Distance To Pavilion,,,,Not Stated,,Not Stated,,"Male, Female, Couple",112972260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,800 per month",Corinthian Condominium,"1,800",3,2,"Furnished Corinthian Condo Jalan Binjai, Ampang near KLCC, LRT Station",,,,Not Stated,,Not Stated,,Male,112849632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,KLCC,"KLCC, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 12,000 per month",Cheras,"7,000",,,Taman Shamelin Perkasa Maluri 4 Sty Builiding Near Sunway Velocity,Warehouse / Factory,,,Not Stated,,Not Stated,,Male,112140502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,600 per month",Cheras,"1,700",,,"Corner Office space @ Medan Connaught, Taman Connaught, Cheras",Office space,,,Not Stated,,Not Stated,,Female,112972214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 28,500 per month",Cheras,"8,500",,,Shamelin Niaga Detached Factory Cheras,Warehouse / Factory,,,Not Stated,,Not Stated,,Male,108429747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 800 per month,City Centre,250,,,Kuala Lumpur City Center,,,,Not Stated,,Not Stated,,"Male, Couple",56090453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,500 per month",Casa Kiara II,"1,375",4,3,"Casa Kiara 2 - Fully Furnished Unit 1375 sf, Jalan Kiara 5, Mont Kiara",,,,Not Stated,,Not Stated,,"Male, Couple",112972196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,Mont Kiara,"Mont Kiara, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,300 per month",EkoCheras Service Apartment,750,1,1,EkoCheras Condo MRT Mutiara Leisuremall Yulek Pantai Hospital Cheras,,,,Not Stated,,Not Stated,,Female,112972186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 16,000 per month",KL City,"4,000",,,"The Icon, KLCC, KL City, Jln Tun Razak, Taman U Thant, Jln Ampang, KL",Office space,,,Not Stated,,Not Stated,,Female,107320313,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 250 per month,Sentul,100,,,Bilik Sewa lelaki(Non sharing),,,,Not Stated,,Not Stated,,Female,112971995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,500 per month",Cheras,"1,500",,,"1st Floor Shop Lot For Rent @ Bandar Tun Hussein Onn, Cheras",Shop lot,,,Not Stated,,Not Stated,14000,Male,110584629,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1500,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,600 per month",Arte Plus Jalan Ampang,700,2,1,2 Bedroom 2 Bathroom With New unit  Come PARTIAL  FURNISED,,,,Not Stated,,Not Stated,,Male,112971971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,Ampang,"Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 350 per month,Sentul,250,,,Bilik sharing berdua,,,,Not Stated,,Not Stated,,"Male, Female",112971967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 700 per month,Sentul,1,,,M Arisa Room For Rent,,,,Not Stated,,Not Stated,,Female,112971737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,300 per month",Cheras,"1,800",,,2nd Floor Office Space For Rent at Bandar Sri Permaisuri,Office space,,,Not Stated,,Not Stated,9200,"Male, Couple",110623456,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1800,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 620 per month,Old Klang Road,220,,,Medium room female unit parklane oug nr lrt muhibah n bus 2 Midvalley,,,,Not Stated,,Not Stated,,"Male, Female, Couple",112971918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,150 per month",Old Klang Road,300,,,Master room Divo Residence direct bus to midvalley kl sentral klcc,,,,Not Stated,,Not Stated,,Male,112971889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 350 per month,Bukit Jalil,350,,,Room for rent/Bilik utk disewa di Bukit jalil,,,,Not Stated,,Not Stated,,Male,112971882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 900 per month,Laman Damai Kepong (Li Garden),650,3,2,Laman Damai Apartment Kepong 3R2B Li Garden Metro Prima Kuala Lumpur,,,,Not Stated,,Not Stated,,"Male, Female, Couple",112971692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,Kepong,"Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,300 per month",Segambut,"2,944",,,(Ground + 1st Floor | Facing Main Road) Kepong @ Sri Segambut Shop,Shop lot,,,Not Stated,,Not Stated,,"Male, Female, Couple",112971693,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2944,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 850 per month,Setiawangsa,"1,500",,,Seri Maya Condominium - Fully Furnished Middle/Medium Room,,,,Not Stated,,Not Stated,,"Male, Female",90157720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 750 per month,Cheras,200,,,Master bedroom luas Alam Damai f/furnished dkt exit SUKE lelaki shj,,,,Not Stated,,Not Stated,,"Male, Female",112971819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,600 per month",Sri Mutiara,900,2,2,Cheras Chan Sow Lin Spacious Unit With Partial Furnish Suit For Couple,,,,Not Stated,,Not Stated,,Male,112971488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,KL City,"KL City, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,300 per month",Savanna Condominium,"1,212",4,2,Fully Furnished Savanna Condominium Bukit Jalil Near Lrt,,,,Not Stated,,Not Stated,,"Male, Female, Couple",112971497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,Bukit Jalil,"Bukit Jalil, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",Majestic Maxim,650,3,2,Majestic Maxim,,,,Not Stated,,Not Stated,,Male,112971584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,350 per month",Residensi Desa Satumas,850,3,2,Residensi Desa Satumas @ Taman Desa [BASIC] 3R2B Bangsar Midvalley,,,,Not Stated,,Not Stated,,"Male, Female, Couple",112971558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,Taman Desa,"Taman Desa, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,100 per month",GCB Court,"1,166",2,2,GCB Court Walking Distance To Ampang Point Mall,,,,Not Stated,,Not Stated,,"Male, Female, Couple",112971544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,Ampang,"Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,400 per month",Green Avenue,"1,080",4,2,Green Avenue @ Bukit Jalil [P/FURNISH] 4R2B near Pavilion 2,,,,Not Stated,,Not Stated,,"Male, Female, Couple",112793866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,Bukit Jalil,"Bukit Jalil, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 5,000 per month",Vila Vista,"2,059",6,4,Vila Vista Fully Furnished 6R4B4CP 2059sf Near MRT Tmn Pertama Cheras,,,,Not Stated,,Not Stated,,Male,111916382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2059,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,600 per month",Pandan Puteri,"1,010",3,2,Pandan Puteri Condo,,,,Not Stated,,Not Stated,,"Male, Female",112971468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,Ampang,"Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,800 per month",Kepong,"1,600",,,Ground Floor 1.5 Storey Shop-Lot @ Taman Perindustrian Ehsan Jaya,Shop lot,,,Not Stated,,Not Stated,,"Male, Female",112971287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,200 per month",Sentul,735,3,2,pangsapuri sentul utara,,,,Not Stated,,Not Stated,,"Male, Couple",112971462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 19,350 per month",Taman Tun Dr Ismail,"3,870",,,"Grade A OFFICE SPACE @ Canary Tower, Taman Tun Dr Ismail",Office space,,,Not Stated,,Not Stated,,"Male, Couple",112971425,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3870,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,450 per month",Paradesa Tropica,"1,120",3,2,Partially Furnished Paradesa Tropica Bandar Sri Damansara Sungai Buloh,,,,Not Stated,,Not Stated,,Male,112725401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,Sri Damansara,"Sri Damansara, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 380 per month,Cheras,250,,,"Nice Single Room balcony, SERI PUTRI CONDO,1 Min CHERAS LRT",,,,Not Stated,,Not Stated,,"Male, Female",112971212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",Melur Apartment,"1,000",3,2,"Pangsapuri Melur, Melur Apartment, 3 Bilik, 1min walk to Sentul Timur",,,,Not Stated,,Not Stated,,Female,112971202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 6,300 per month",Titiwangsa,"2,927",4,5,"D Brighton, 3 Storey Urban Villa on Podium Tititwangsa wz facilities",,,,Not Stated,,Not Stated,,Female,112207660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 7,500 per month",Taman Melawati,"3,302",5,5,(Gated & Guarded) East 57 Taman Melawati New VP Huge Layout 3302sqft,,,,Not Stated,,Not Stated,,"Male, Female",111853177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3302,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 350 per month,Desa Pandan,800,,,KL Room Ala Hotel Male Parking Banyak Near KLCC,,,,Not Stated,,Not Stated,,"Male, Female, Couple",54894476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 370 per month,Ampang,700,,,Berembang Indah Ala Hotel Male Non Smoker Jalan Ampang KL LRT Jelatek,,,,Not Stated,,Not Stated,,Male,70549224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,100 per month",Arte Plus Jalan Ampang,716,3,2,Fully Furnished Ready to Move In Arte Plus @ Jalan Ampang,,,,Not Stated,,Not Stated,,"Male, Female",112971173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,Ampang,"Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,100 per month",Bayu Tasik 2,"1,040",3,2,PENTHOUSE Condominium Bayu Tasik 2 Bandar Sri Permaisuri Cheras,,,,Not Stated,,Not Stated,,Female,112971169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 6,000 per month",Bukit Jalil,"1,560",,,Move in Now Full Furnish Office Aked Esplanad Bukit Jalil Shoplot,Office space,,,Not Stated,,Not Stated,,"Male, Female, Couple",112971358,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1560,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,000 per month",Mandarina Court,780,3,2,Mandarina Court Taman Connaught MRT UCSI Cheras Sentral,,,,Not Stated,,Not Stated,,Male,112971355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",Sky Awani Residensi 3,800,3,2,Sky Awani Residensi 3 @ Setapak [F/FURNISH] 3R2B1CP,,,,Not Stated,,Not Stated,,Female,112854307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
