Keywords,area,sqft,bedroom,bath,name,property type,completion year,no of floors,Furnishing Status,Number of Carpark,Floor Range,Deposit,Tenant Preference,PropertyID,Squash Court,Lift,Near KTM/LRT,Railway Station,Air-Cond,Security,Swimming Pool,School,Minimart,Cooking Allowed,Mall,Parking,Washing Machine,Gymnasium,Playground,Multipurpose hall,Park,Jogging Track,Tennis Court,Internet,Sauna,Barbeque area,area_sqft_numeric,cleaned_location,powerbi_location,State_Province,Country
"RM 1,500 per month",Mercu Jalil,"1,000",3,2,Apartment for Rent – Bukit Jalil Area (Pavilion View Point),Apartment,2022,,Partially Furnished,1,Medium,,"Male, Female",112994714,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1000,Sri Petaling,"Sri Petaling, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,100 per month",Cheras,600,2,1,flat near by UCSI,Flat,,,Fully Furnished,,Medium,2200,Female,112994709,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,600,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 690 per month,Bangsar,180,,,Large (2X) with A/C & Window (WiFi Free Parking)10 min 2MRT,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,1,Low,1035,Male,112994706,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,180,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 400 per month,Kepong,90,,,"[NON-SHARING] Room at Vista Magna, Metro Prima, Near MRT, TRX",Apartment / Flat,,,Not Furnished,,Medium,480,"Male, Female, Couple",97225756,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,90,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 400 per month,Sentul,"1,000",,,"[NON-SHARING] Room to rent maxim citylight condo, sentul",Condo / Services residence / Penthouse / Townhouse,,,Not Furnished,,Not Stated,1000,"Male, Female, Couple",92061933,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",M Centura,850,3,2,"Actual Unit, M Centura",Service Residence,2021,47,Fully Furnished,1,Low,,"Male, Female",112994520,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,850,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 200 per month,Wangsa Maju,750,,,"Bilik Sewa Lelaki di Setapak,W Maju,Jln Kaki ke LRT Wangsa Maju",Apartment / Flat,,,Fully Furnished,1,Not Stated,200,Male,55922241,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,750,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 490 per month,Bangsar,80,,,Single A/C Fully Furnished (Wifi+Security+Free Parking) walk2 MRT,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,1,Not Stated,735,"Male, Female",112994625,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,80,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,100 per month",Bayu Tasik 2,"1,100",3,2,FULLY FURNISHED! Penthouse Bayu Tasik 2 Condo NICE MURAH LUAS GATED!!,Condominium,1998,21,Fully Furnished,2,Medium,2100,"Male, Female",112994501,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1100,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,000 per month",Kepong,"2,000",,,Taman Kepong Factory Upper Floor Office Space Private Parking,Office space,,,Not Stated,,Not Stated,,"Male, Female, Couple",112136512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,500 per month",Tiara Mutiara 2,"1,075",3,3,"Tiara mutiara 2, old klang road [ MODERN DESIGN+FULL FURNISHED ]",Service Residence,2017,28,Fully Furnished,2,Medium,,"Male, Female",112994621,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1075,Old Klang Road,"Old Klang Road, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 20,000 per month",Keramat,"11,000",,,Menara Hevea Pavillion Embassy office unit for rent.,Office space,,,Not Stated,5,Not Stated,50000,Female,112743053,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 6,500 per month",Pavilion Ceylon Hill,"1,165",3,1,Pavilion ceylon near menara Kl and bukit bintang for rent. Fully furni,Service Residence,2021,51,Fully Furnished,1,High,15500,"Male, Female",112909006,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1165,KL City,"KL City, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 6,000 per month",Gombak,"4,000",,,warehouse / gudang 40x100 di jalan gombak utk disewa. wasap sahaja,Warehouse / Factory,,,Not Stated,1,Not Stated,15000,"Male, Female, Couple",112799347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 6,700 per month",KLCC,"1,050",,,corporate office suites at pavillion embassy jalan ampang datuk kerama,Office space,,,Not Stated,1,Not Stated,20100,Male,112897773,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1050,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 600 per month,Setapak,350,,,[LOW DEPO] Fully Furnished Cozy Muji Concept Room for Rent,Apartment / Flat,,,Fully Furnished,2,Low,1000,"Male, Female",112994597,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,350,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,800 per month",KLCC,450,,,KLCC Full Furnished Office @ Wisma Cosway Kuala Lumpur near Pavilion,Office space,,,Not Stated,,Not Stated,,Female,112994411,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,850 per month",Kenwingston Platz,650,2,2,"Kenwingston Platz@Setapak Easy Access KL City Centre,TRX,Pavillion,HKL",Service Residence,2023,40,Fully Furnished,1,Not Stated,3700,"Male, Female, Couple",112994466,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,650,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 23,000 per month",Sungai Besi,"8,800",,,"Chan Sow Lin, Jalan Sungai Besi, Pudu, Cheras, Facing Main Road, KL",Shop lot,,,Not Stated,,Not Stated,46000,"Male, Female",112994464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8800,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 350 per month,Wangsa Maju,500,,,Bilik Depan LRT Wangsa Maju Seksyen 1 (perempuan) Rumah Tingkat 1,Sharing a house / Flat,,,Fully Furnished,,Low,500,Female,112447186,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,500,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,500 per month",Sky Awani Residensi,800,3,2,"3 Bedroom, Newly Painted, Near Sentul Point, Sky Awani Residence",Condominium,2019,35,Partially Furnished,1,Medium,5250,Male,112994541,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,800,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,600 per month",Shamelin Star,"1,250",3,3,Star Shamelin Condominium @ Cheras For Rent,Service Residence,2016,36,Fully Furnished,1,High,3500,"Male, Female, Couple",112893501,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1250,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,000 per month",Seri Perindu Apartment,700,3,2,Rumah Untuk Disewa,Apartment,5,,Not Furnished,1,Low,,"Male, Female",112994507,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,700,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,500 per month",Sky Suites @ KLCC,700,2,2,"Sky Suites, KLCC, Condo, 2 bedrooms, rent, fully furnished, KL",Service Residence,2019,62,Fully Furnished,1,High,8750,Male,112449235,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,700,KLCC,"KLCC, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,300 per month",Arte Plus Jalan Ampang,"1,000",3,2,"Arte Plus, Jalan Ampang, 3 rooms, fully furnished, KLCC, TRX, Pavilion",Service Residence,2018,38,Fully Furnished,1,Medium,5750,"Male, Female, Couple",109988059,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1000,Ampang,"Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,200 per month",BLOOMSVALE,950,3,2,"Bloomsvale Condo, for rent, 3 bedrooms, old klang road,fully furnished",Service Residence,2023,66,Fully Furnished,2,Medium,6400,"Male, Female",111430398,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,950,Old Klang Road,"Old Klang Road, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,550 per month",Vista Danau Kota,810,3,2,"Vista danau kota , 810sf , 3r2b , basic , setapak",Apartment,2023,46,Not Furnished,1,Not Stated,,Male,112994306,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,810,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 600 per month,Kuchai Lama,150,,,The Hipster Danau DesaMas Medium Room (Immediate Move) near PJ & PPUM,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Not Stated,,"Male, Female, Couple",112880980,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 8,000 per month",The Troika,"2,288",4,4,The Troika 3 plus 1 Bedrooms Partially Furnished KLCC,Condominium,2010,55,Partially Furnished,3,High,,Male,112674422,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,2288,KLCC,"KLCC, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 5,380 per month",TRX Residence @ TRX,700,1,1,TRX Residence 1 Bedroom Fully Furnished Nice Unit TRX,Service Residence,2025,53,Fully Furnished,1,High,,Male,111852518,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,700,KL City,"KL City, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,500 per month",Villa Wangsamas,"1,500",3,2,Fully furnish villa wangsamas 1500sqft dkt dgn lrt sri rampai,Condominium,2010,20,Fully Furnished,,Low,6250,Female,112816705,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1500,Wangsa Maju,"Wangsa Maju, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,200 per month",Parkview,500,1,1,"Fully furnish Service Residence Parkview near Klcc, Jalan Changkat Per",Service Residence,2006,41,Fully Furnished,1,High,5500,"Male, Female",112810704,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,500,KLCC,"KLCC, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",Intan Apartment (Setiawangsa),976,3,2,"almost fully furnish, renovated intan apartment setiawangsa for rent",Apartment,5,,Partially Furnished,1,Low,4250,"Male, Female, Couple",112506959,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,976,Setiawangsa,"Setiawangsa, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 8,000 per month",Quadro Residences,"1,804",4,3,Luxury Condo Quadro Residences nearby KLCC For Rent. 2 parking 1800sqf,Condominium,2013,36,Fully Furnished,2,High,20000,"Male, Female",112132529,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1804,KLCC,"KLCC, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 900 per month,Pangsapuri Setapak Jaya 1B,600,2,1,Tingkat 3 Flat Pangsapuri Setapak Jaya utk disewa. WASAP SAHAJA,Apartment,5,,Not Furnished,1,Medium,2200,"Male, Female",111318231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,600,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,000 per month",The Haute,"1,003",3,2,The Haute Gurney Condo Jalan Gurney Keramat View Masjid,Condominium,2019,36,Partially Furnished,,Medium,,"Male, Female, Couple",112994353,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1003,Keramat,"Keramat, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,400 per month",Rica Residence Sentul,900,2,2,"Actual Unit,",Service Residence,2021,39,Fully Furnished,2,Low,,"Male, Female",112994220,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,900,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",Rica Residence Sentul,900,2,2,"Actual Unit,",Service Residence,2021,39,Partially Furnished,2,Medium,,Female,112994344,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,900,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 11,000 per month",KL City,"1,650",,,"Grd Flr Shoplot for Rent - Jln TK1/11A (Main Road), Puchong.",Shop lot,,,Not Stated,,Not Stated,,Female,112994299,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1650,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,400 per month",Sri Lata,"1,100",3,2,"Desa Petaling, Sri Lata Condominium",Condominium,1995,18,Partially Furnished,,Not Stated,,"Male, Female, Couple",112815514,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1100,Desa Petaling,"Desa Petaling, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,350 per month",Ampang,130,,,"Neu Suites @ Jalan Ampang, Kuala Lumpur",Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,High,1350,"Male, Female, Couple",112994258,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,130,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,899 per month",M Arisa,802,2,2,"M Arisa Sentul, Partly Furnished",Service Residence,2024,55,Partially Furnished,1,Medium,4750,"Male, Female",112994067,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,802,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,750 per month",Casa Idaman,"1,118",3,2,Casa Idaman Condominium Sentul 3R2B2CP P/F Batu Muda Kuala Lumpur,Condominium,2010,18,Partially Furnished,2,Not Stated,4375,"Male, Female",111635245,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1118,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 650 per month,Cheras,150,,,Alam Damai Medium Room,Apartment / Flat,2017,,Fully Furnished,1,High,1625,"Male, Female",112994233,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 380 per month,Kepong,150,,,"Kepong , saujana ria apartment. kepong, k.lumpur",Apartment / Flat,2008,,Fully Furnished,2,Medium,,"Male, Female",112994217,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,480 per month",Setia SKY Residences,969,1,2,Setia Sky Residence 1 Bedroom Fully Furnished Facing KLCC,Condominium,2011,40,Fully Furnished,1,Medium,,"Male, Female, Couple",111778152,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,969,KLCC,"KLCC, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,500 per month",Sentul,"2,000",,,Rent: Ground Floor Shop Jalan Sentul [Facing Main busy Road],Shop lot,,,Not Stated,,Not Stated,9000,"Male, Female, Couple",112334776,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 570 per month,Cheras,300,,,Male Medium Room at Suasana Lumayan Condo,Condo / Services residence / Penthouse / Townhouse,2017,,Fully Furnished,1,Medium,1140,"Male, Female, Couple",112717402,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,300,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 280 per month,Pangsapuri Mawar (Sentul),"1,500",3,2,"Medium Sharing Room in Pangsapuri Mawar, Sentul",Condominium,,,Fully Furnished,,Medium,690,Female,112994199,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1500,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 550 per month,Kepong,150,,,Kepong All-In Master Room with Private Bathroom for Biker Working Lady,Apartment / Flat,2011,,Fully Furnished,1,Medium,550,"Male, Couple",111977512,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 730 per month,Cheras,300,,,Male Only Master Room at Suasana Lumayan Condo,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,1,Medium,,"Male, Couple",112761560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,400 per month",The Scott Garden SOHO,775,1,2,"Scott Garden Soho, Old Klang Road (Partially Furnished)",Service Residence,2011,17,Partially Furnished,1,Medium,,"Male, Female, Couple",112630208,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,775,Old Klang Road,"Old Klang Road, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",The Scott Garden SOHO,775,1,2,"Scott Garden Soho, Old Klang Road (Fully Furnished)",Duplex,2011,17,Fully Furnished,1,Not Stated,,Male,76518404,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,775,Old Klang Road,"Old Klang Road, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,550 per month",M Arisa,708,2,2,M Arisa Residence @ Sentul near Maxim Citylights HKL IPD SENTUL KL,Service Residence,2024,55,Partially Furnished,1,Medium,,"Male, Couple",112201859,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,708,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",Kiara Residence 2,"1,050",3,2,Kiara Residence 2 Condo Bukit Jalil Pavilion LRT Awan Besar PF Cheaper,Condominium,30,,Partially Furnished,2,High,,"Male, Couple",112993936,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1050,Bukit Jalil,"Bukit Jalil, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,200 per month",Nova I,750,2,1,"Nova 1 apartment, segambut (New Painted)💥💥💥",Apartment,2014,6,Partially Furnished,1,Not Stated,,"Male, Female, Couple",112993966,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,750,Segambut,"Segambut, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,000 per month",Sunway Avila Residences,800,2,2,"Actual Unit, Sunway Avila",Service Residence,2023,43,Partially Furnished,1,Medium,,"Male, Couple",112993957,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,800,Wangsa Maju,"Wangsa Maju, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 370 per month,Bukit Jalil,"1,434",,,"Middle Room PPA1M Bukit Jalil, Girl, LRT Jln Kaki FREE WIFI",Apartment / Flat,2018,,Fully Furnished,2,High,,"Male, Female, Couple",112994150,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1434,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,000 per month",Kuchai Lama,"1,600",,,"Gf Shoplot, Jalan Kuchai Lama, Taman Lian Hoe for rent,Facing Mainroad",Shop lot,,,Not Stated,,Not Stated,,"Male, Couple",112505561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 900 per month,Section 2,560,2,1,Wangsa Maju Section 2 Flat @ Level 5,Flat,,,Not Furnished,,High,,"Male, Couple",112959874,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,560,Wangsa Maju,"Wangsa Maju, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",M3 Residency,983,3,2,MURAH MURAH M3 Residence Condo Semi Furnished 3 Bilik DEKAT LRT,Service Residence,2017,16,Partially Furnished,1,Medium,,"Male, Female, Couple",112994114,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,983,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,100 per month",Setiawangsa,200,,,"Seri Maya Master Room Muslim Lady Unit For Rent, LRT Setiawangsa",Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,High,1650,Female,112928502,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 50,000 per month",Kepong,"16,000",,,Kepong 2 Storey Detached Warehouse for Rent,Warehouse / Factory,,,Not Stated,,Not Stated,,"Male, Female, Couple",112994097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 700 per month,Rica Residence Sentul,"1,000",3,2,Premium Room Fully Furnished With Aircond At MRT Sentul HKL For Male,Service Residence,,,Fully Furnished,1,Medium,1400,"Male, Female",112930813,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1000,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,999 per month",Mont Kiara,850,3,2,KIARA KASIH Condominium Mont Kiara cheap house rent rumah sewa murah,Condominium,,,Fully Furnished,1,Medium,5000,Female,112653888,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,850,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
